"","ID","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance(mi)","Description","Number","Street","Side","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature(F)","Wind_Chill(F)","Humidity(%)","Pressure(in)","Visibility(mi)","Wind_Direction","Wind_Speed(mph)","Precipitation(in)","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"8597","A-4094263",3,2018-01-12 14:34:53,2018-01-12 20:34:53,33.90103,-84.24408,33.90292,-84.24099,0.22,"At Pleasantdale Rd/Exit 96 - Accident. Left lane blocked.",NA,"GA-403 N","R","Atlanta","DeKalb","GA","30340","US","US/Eastern","KPDK",2018-01-12 14:39:00,57,NA,89,29.65,10,"SW",11.5,0,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8598","A-2982589",2,2020-11-24 14:31:00,2020-11-25 00:43:55,35.966822,-78.523985,35.966472,-78.519085,0.275,"Stationary traffic on NC-98 from US-1/Capital Blvd (NC-98) to US-1 Alt/S Main St (NC-98) due to accident.",612,"Dr Calvin Jones Hwy","L","Wake Forest","Wake","NC","27587","US","US/Eastern","KLHZ",2020-11-24 14:35:00,52,52,44,29.97,10,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8599","A-3848759",2,2019-09-30 15:40:00,2019-09-30 16:14:03,34.068483,-117.973942,34.068483,-117.973942,0,"At Francisquito Ave/Exit 32B - Accident.",NA,"I-10 E","R","Baldwin Park","Los Angeles","CA","91706","US","US/Pacific","KEMT",2019-09-30 15:53:00,75,75,36,29.72,10,"SW",9,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8600","A-3323505",2,2020-10-29 23:21:00,2020-10-30 02:16:06,25.970295,-80.165723,25.959355,-80.169603,0.793,"Incident on I-95 SB near IVES DAIRY RD Drive with caution.",NA,"I-95 S","R","Miami","Miami-Dade","FL","33179","US","US/Eastern","KHWO",2020-10-29 22:53:00,81,81,91,29.96,10,"SW",3,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"8601","A-3177658",2,2020-11-12 23:44:56,2020-11-13 02:44:58,34.130251,-79.946368,34.131328,-79.94727,0.091,"Incident on S HILL ST near HOUSE 100 Drive with caution.",398,"W Market St","R","Timmonsville","Florence","SC","29161-1730","US","US/Eastern","KFLO",2020-11-12 23:53:00,65,65,93,29.77,10,"N",9,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"8602","A-3130008",2,2020-10-22 09:02:00,2020-10-22 11:05:51,41.750074,-77.289271,41.760102,-77.266343,1.37,"Incident on CHARLESTON RD near BUENA VISTA ST Road closed. Take alternate route.",55,"Charleston St","R","Wellsboro","Tioga","PA","16901-1754","US","US/Eastern","KELM",2020-10-22 08:53:00,59,59,90,29.22,10,"CALM",0,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8603","A-3792401",3,2019-10-05 13:56:22,2019-10-05 14:24:08,39.10642,-94.82031,39.1058,-94.80093,1.04,"At I-435/Exit 411 - Accident.",NA,"I-70 E","R","Kansas City","Wyandotte","KS","66111","US","US/Central","KNKA",2019-10-05 13:54:00,68,68,87,29.09,10,"WSW",6,0.07,"Light Rain",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8604","A-3509843",3,2020-05-22 23:28:18,2020-05-22 23:58:18,41.87548,-87.64197,41.87548,-87.64197,0,"At Canal St - Accident.",NA,"Chicago-Kansas City Expressway E","R","Chicago","Cook","IL","60607","US","US/Central","KMDW",2020-05-22 23:53:00,58,58,90,29.32,10,"E",5,0,"Fair",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"8605","A-3440717",2,2020-09-24 23:15:00,2020-09-25 01:00:45,41.981173,-73.960658,41.972883,-73.920668,2.132,"Incident on KINGSTON-RHINECLIFF BRG EB near ULSTER COUNTY Left lane blocked.",NA,"NY-199 E","R","Kingston","Ulster","NY","12401","US","US/Eastern","KPOU",2020-09-24 22:53:00,57,57,93,29.82,10,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"8606","A-3555081",2,2020-06-16 01:52:00,2020-06-16 03:52:00,35.28807,-80.96265,35.28807,-80.96265,0,"Ramp to Mt Holly Road - Accident. Hard shoulder closed.",NA,"Mount Holly Rd","R","Charlotte","Mecklenburg","NC","28214","US","US/Eastern","KCLT",2020-06-16 01:52:00,59,59,87,29.41,8,"N",13,0.01,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Night","Night","Night"
"8607","A-4066953",2,2018-03-13 13:49:43,2018-03-13 19:49:43,41.06207,-81.50519,41.06274,-81.51805,0.672,"Between I-77/OH-8/Exit 23 and Grant St/Exit 22 - Accident. Left lane blocked.",NA,"I-76 W","R","Akron","Summit","OH","44311","US","US/Eastern","KAKR",2018-03-13 13:54:00,33.1,23.4,64,29.94,7,"WNW",13.8,0,"Light Snow",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8608","A-2726188",2,2016-05-23 18:56:13,2016-05-24 00:56:13,34.10538,-118.32667,34.10522,-118.3264,0.019,"At Franklin Ave - Accident.",NA,"Hollywood Fwy S","R","Los Angeles","Los Angeles","CA","90068","US","US/Pacific","KBUR",2016-05-23 18:53:00,64.9,NA,54,29.83,10,"South",11.5,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"8609","A-3747903",2,2020-01-06 08:41:51,2020-01-06 09:11:15,46.71184,-122.97557,46.7114,-122.97549,0.031,"At WA-507/Mellen St/Exit 81 - Accident. Left lane blocked.",NA,"Cooks Hill Rd","R","Centralia","Lewis","WA","98531","US","US/Pacific","KCLS",2020-01-06 08:35:00,46,41,93,30,3,"SSW",10,0,"Cloudy",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"8610","A-3708207",2,2020-01-31 13:12:00,2020-01-31 14:30:00,40.70185,-112.09182,40.70185,-112.09182,0,"At UT-201/W 2400 S - Accident. Lane closed.",3216,"S 8400 W","L","Magna","Salt Lake","UT","84044-1840","US","US/Mountain","KU42",2020-01-31 12:54:00,41,41,57,26.09,10,"VAR",3,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8611","A-3056828",2,2020-11-09 23:57:00,2020-11-10 01:59:34,39.471144,-76.347459,39.469985,-76.346743,0.089,"Incident on CLAYTON RD near SINGER RD Drive with caution.",2950,"Clayton Rd","R","Joppa","Harford","MD","21085","US","US/Eastern","KMTN",2020-11-09 23:55:00,52,52,100,30.27,4,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"8612","A-3711856",2,2020-02-03 07:39:00,2020-02-03 09:12:56,37.238208,-121.762061,37.238208,-121.762061,0,"At CA-85 South - Accident.",NA,"S Valley Fwy N","R","San Jose","Santa Clara","CA","95138","US","US/Pacific","KRHV",2020-02-03 06:48:00,36,36,81,30,10,"CALM",0,NA,"Fair",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8613","A-4085475",2,2018-02-21 14:38:47,2018-02-21 20:38:47,38.02096,-122.26377,38.02556,-122.25949,0.394,"At Willow Ave - Accident.",NA,"I-80 E","R","Hercules","Contra Costa","CA","94547","US","US/Pacific","KCCR",2018-02-21 14:53:00,57.9,NA,25,30.15,10,"North",5.8,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8614","A-3953419",4,2018-12-26 07:47:18,2018-12-26 08:17:04,44.013953,-93.49663,44.037775,-93.49683,1.646,"Closed at US-14 - Road closed due to accident.",13951,"315th Ave","L","Waseca","Waseca","MN","56093-5619","US","US/Central","KACQ",2018-12-26 07:55:00,28.4,22.2,86,30.38,7,"ENE",5.8,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8615","A-2765519",2,2017-01-23 09:08:01,2017-01-23 15:08:01,25.819099,-80.206162,25.82432,-80.20647,0.361,"At I-195/SR-112/Airport Expy - Accident.",NA,"I-95 N","R","Miami","Miami-Dade","FL","33127","US","US/Eastern","KMIA",2017-01-23 08:53:00,73.9,NA,64,29.65,10,"WSW",13.8,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8616","A-3367843",2,2020-12-29 12:17:00,2020-12-29 13:35:23,34.55838,-118.132608,34.557984,-118.132566,0.027,"SB 14 JSO AVENUE S. PMDLSO REQ CHP TO RUN TRFC BREAK FOR UNITS ON SCENE",NA,"Antelope Valley Fwy S","R","Palmdale","Los Angeles","CA","93550","US","US/Pacific","KPMD",2020-12-29 11:53:00,47,47,66,27.49,10,"ENE",3,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8617","A-3197459",2,2020-12-09 01:43:00,2020-12-09 05:45:51,35.022214,-120.208057,35.022424,-120.312347,5.901,"EB SR166 MM JEO MM 20. VEH O/SIDE",2,"Tepusquet Rd","R","Santa Maria","Santa Barbara","CA","93454-9551","US","US/Pacific","KSMX",2020-12-09 01:51:00,47,44,46,29.79,10,"ENE",7,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"8618","A-4044130",4,2018-05-11 09:50:01,2018-05-11 15:50:01,33.904602,-84.48893,33.9028,-84.48729,0.156,"Closed at Windy Hill Rd - Road closed due to accident. Construction work.",1927,"Cobb Pkwy S","L","Marietta","Cobb","GA","30060-9258","US","US/Eastern","KMGE",2018-05-11 09:56:00,74.1,NA,71,30.14,10,"West",5.8,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8619","A-3048833",2,2020-12-21 11:22:00,2020-12-22 03:21:06,25.796818,-80.324187,25.796978,-80.321101,0.192,"Slow traffic from NW 87th Ave/Galloway Rd (NW 25th St/Pba Memorial Blvd) to FL-826 (NW 25th St/Pba Memorial Blvd) due to accident.",7818,"NW 25th St","L","Miami","Miami-Dade","FL","33122-1603","US","US/Eastern","KMIA",2020-12-21 11:23:00,77,77,74,30.05,10,"W",8,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8620","A-2832553",2,2016-12-29 17:19:29,2016-12-29 23:19:29,47.6945,-117.05283,47.69654,-117.04229,0.51,"At N Spokane Bridge Rd - Accident.",NA,"I-90 E","R","Liberty Lake","Spokane","WA","99019","US","US/Pacific","KSFF",2016-12-29 16:53:00,37,32.4,65,30.12,10,"East",5.8,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"8621","A-3638117",2,2020-04-13 15:19:33,2020-04-13 16:19:33,33.39419,-86.7985,33.39419,-86.7985,0,"At Rocky Ridge Rd/Patton Chapel Rd - Accident. Hard shoulder blocked.",3299,"Lorna Rd","L","Birmingham","Jefferson","AL","35216-5403","US","US/Central","KBHM",2020-04-13 14:53:00,60,60,72,29.38,10,"WNW",10,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"8622","A-3510059",3,2020-05-22 16:05:26,2020-05-22 16:40:24,30.00662,-90.28197,30.08564,-90.43104,10.455,"Between Loyola Dr/Exit 221 and I-55/Exit 210 - Accident. Right lane blocked.",NA,"I-10 W","R","Saint Rose","St. Charles","LA","70087","US","US/Central","KMSY",2020-05-22 15:53:00,89,89,61,29.95,10,"S",14,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8623","A-3299390",2,2020-09-30 12:41:30,2020-10-01 02:13:33,25.883587,-80.212606,25.884376,-80.210541,0.139,"Queuing traffic on FL-924 - US-441 N from NW 8th Ave to NW 120th St due to accident.",800,"NW 119th St","L","Miami","Miami-Dade","FL","33168-2337","US","US/Eastern","KOPF",2020-09-30 12:53:00,90,90,52,29.93,10,"SSE",3,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8624","A-3239254",2,2020-12-10 01:33:00,2020-12-10 04:40:54,34.15571,-118.428357,34.15574,-118.434507,0.352,"ONR. GRY SUB OUTBACK VS DARK COLOR SD BLKG SLOW LN // SAG",NA,"US-101 N","R","Sherman Oaks","Los Angeles","CA","91423","US","US/Pacific","KBUR",2020-12-10 01:53:00,49,47,54,29.13,10,"N",5,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"8625","A-2757670",2,2016-12-23 15:19:52,2016-12-23 21:19:52,35.22802,-78.35362,35.22586,-78.34833,0.334,"At US-701/Exit 343 - Accident.",NA,"I-40 E","R","Newton Grove","Sampson","NC","28366","US","US/Eastern","KCTZ",2016-12-23 15:25:00,54,NA,46,30.46,10,"NNE",3.5,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8626","A-2906283",3,2017-04-25 17:11:11,2017-04-25 23:11:11,41.91892,-87.9544,41.91892,-87.9544,0,"At Church Rd - Accident.",470,"W Lake St","L","Elmhurst","Dupage","IL","60126-1418","US","US/Central","KORD",2017-04-25 16:51:00,78.1,NA,37,29.53,10,"SSE",18.4,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"8627","A-2732217",3,2017-01-05 08:58:57,2017-01-05 15:43:01,44.8676,-93.14507,44.85743,-93.14659,0.707,"At I-494/Exit 99 - Accident.",NA,"I-35E S","R","Saint Paul","Dakota","MN","55120","US","US/Central","KMSP",2017-01-05 08:53:00,-6,-22.6,75,30.2,10,"NW",9.2,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8628","A-4213239",2,2019-08-30 17:13:00,2019-08-30 18:32:58,40.740551,-111.99031,40.734393,-111.988717,0.434,"At UT-201/W 2100 S/W 21st S - Accident.",1410,"Bangerter Hwy","L","Salt Lake City","Salt Lake","UT","84104","US","US/Mountain","KSLC",2019-08-30 16:54:00,95,95,17,25.69,10,"N",10,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8629","A-2943087",2,2017-07-03 12:03:18,2017-07-03 18:03:18,37.7883,-121.28274,37.79035,-121.29505,0.687,"Between Yosemite Ave and CA-120 - Accident. Left lane blocked.",NA,"CA-120 W","R","Lathrop","San Joaquin","CA","95330","US","US/Pacific","KSCK",2017-07-03 11:55:00,84.9,NA,40,29.99,10,"Variable",3.5,NA,"Clear",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8630","A-3815017",2,2019-10-22 18:25:00,2019-10-22 19:57:28,33.160098,-117.3405,33.160098,-117.3405,0,"At Elm Ave/Carlsbad Village Dr/Exit 50 - Accident.",NA,"I-5 N","R","Carlsbad","San Diego","CA","92008","US","US/Pacific","KCRQ",2019-10-22 18:53:00,77,77,24,29.6,10,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Day","Day","Day"
"8631","A-4154853",2,2017-08-08 07:17:51,2017-08-08 13:17:51,29.9466,-95.41623,29.93296,-95.41205,0.975,"At Sam Houston/Beltway 8/Exit 60 - Accident.",NA,"I-45 S","R","Houston","Harris","TX","77060","US","US/Central","KIAH",2017-08-08 06:53:00,73.9,NA,93,29.93,10,"SSW",3.5,0.02,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8632","A-3313277",2,2020-12-24 21:18:00,2020-12-25 00:53:36,30.477157,-81.644457,30.481807,-81.643477,0.327,"Incident on I-95 NB near MAX LEGGETT PKWY Center lane blocked. Expect Delays.",NA,"I-95 N","R","Jacksonville","Duval","FL","32218","US","US/Eastern","KJAX",2020-12-24 21:27:00,53,53,93,29.85,5,"WNW",25,0.07,"Light Rain / Windy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"8633","A-3389226",2,2020-11-26 04:28:23,2020-11-26 06:29:38,43.26917,-73.674648,43.24948,-73.686218,1.48,"Incident on I-87 SB near SARATOGA-WARREN COUNTY LN Drive with caution.",NA,"Adirondack Northway S","R","Queensbury","Warren","NY","12804","US","US/Eastern","KGFL",2020-11-26 04:36:00,40,40,97,29.69,1,"W",3,0.01,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"8634","A-3694346",2,2020-01-20 06:43:00,2020-01-20 07:16:19,45.05736,-93.18836,45.05736,-93.18836,0,"Ramp to CR-73 - Accident.",5,"County Road E2 W","L","Saint Paul","Ramsey","MN","55112","US","US/Central","KANE",2020-01-20 06:47:00,1,1,92,29.63,10,"CALM",0,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"8635","A-4007069",2,2018-08-03 14:29:51,2018-08-03 20:29:51,35.0883,-80.93588,35.099364,-80.931812,0.798,"Between US-21/Carowinds Blvd/Exit 90 and Westinghouse Blvd/Exit 1 - Accident. Right lane blocked.",NA,"I-77 N","R","Fort Mill","York","SC","29715","US","US/Eastern","KUZA",2018-08-03 14:34:00,79,NA,84,30.14,10,"South",6.9,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8636","A-3189275",4,2020-11-03 18:51:00,2020-11-03 21:10:38,27.236231,-80.990471,27.23623,-80.990724,0.016,"Incident on FL-70 WB near NW RIVERSIDE RD Road closed. Take alternate route.",101,"NW Riverside Rd","L","Okeechobee","Highlands","FL","34974-8583","US","US/Eastern","KOBE",2020-11-03 18:35:00,66,66,78,30.14,10,"CALM",0,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"8637","A-3227012",2,2020-09-26 10:32:00,2020-09-26 12:24:42,37.295218,-120.467225,37.295226,-120.467028,0.011,"Incident on CA-140 near E MAIN ST Drive with caution.",NA,"E Main St","R","Merced","Merced","CA","95340","US","US/Pacific","KMCE",2020-09-26 10:53:00,80,80,40,29.83,10,"NNW",10,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8638","A-4196531",2,2019-06-06 08:30:13,2019-06-06 09:00:13,47.54736,-122.33411,47.53746,-122.33494,0.685,"Between Marginal/Spokane/W Seattle Brg and WA-509/1st Ave/2nd Ave - Accident.",NA,"WA-99 S","R","Seattle","King","WA","98108","US","US/Pacific","KBFI",2019-06-06 08:53:00,53,NA,71,29.98,10,NA,NA,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8639","A-2848582",2,2016-10-17 19:34:03,2016-10-18 01:34:03,33.72723,-117.83477,33.72202,-117.83853,0.42,"At Edinger Ave - Accident.",NA,"CA-55 S","R","Tustin","Orange","CA","92780","US","US/Pacific","KSNA",2016-10-17 19:53:00,64.9,NA,81,29.92,10,"WSW",3.5,NA,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"8640","A-2829726",3,2016-12-10 13:28:46,2016-12-10 19:28:46,33.87698,-118.14665,33.8771,-118.13554,0.637,"Between CA-19/Lakewood Blvd and Clark Ave - Accident.",NA,"Artesia Fwy E","R","Bellflower","Los Angeles","CA","90706","US","US/Pacific","KLGB",2016-12-10 13:53:00,63,NA,67,30.11,5,"SSE",4.6,NA,"Haze",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8641","A-3570632",2,2020-03-07 13:06:00,2020-03-07 14:18:31,34.151735,-118.148237,34.151735,-118.148237,0,"At I-210/Fair Oaks Ave - Accident.",NA,"CA-134 E","R","Pasadena","Los Angeles","CA","91103","US","US/Pacific","KMWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8642","A-3900441",3,2019-03-03 14:08:03,2019-03-03 14:37:51,39.79794,-104.98667,39.800145,-104.985532,0.164,"At 58th Ave/Exit 215 - Accident.",NA,"I-25 N","R","Denver","Adams","CO","80216","US","US/Mountain","KBJC",2019-03-03 13:47:00,6.8,-2,72,30.08,1,"ENE",4.6,NA,"Light Snow",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8643","A-3195020",2,2020-10-31 14:13:30,2020-10-31 21:33:00,26.172233,-80.156968,26.182743,-80.152408,0.779,"Slow traffic on I-95 from FL-816/NW 31st St/Exit 31 (I-95) to FL-870/Commercial Blvd/Exit 32 (I-95) due to accident.",NA,"I-95 N","R","Fort Lauderdale","Broward","FL","33309","US","US/Eastern","KFXE",2020-10-31 13:53:00,80,80,90,30.05,8,"E",5,0.13,"T-Storm",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8644","A-2959998",2,2020-10-16 19:52:00,2020-10-16 21:11:00,37.426873,-77.611748,37.423339,-77.612092,0.245,"Incident on N BAILEY BRIDGE RD near BAILEY WOODS DR Drive with caution.",4299,"N Bailey Bridge Rd","L","Midlothian","Chesterfield","VA","23112-2921","US","US/Eastern","KFCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"8645","A-3723474",2,2020-02-12 13:41:00,2020-02-12 14:45:00,41.15444,-112.02604,41.15444,-112.02604,0,"At UT-37/Clinton Rd/W 1800 N - Accident. Right lane closed.",5999,"S 1900 W","R","Roy","Weber","UT","84067-2309","US","US/Mountain","KOGD",2020-02-12 13:53:00,39,35,43,25.54,10,"NW",6,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"8646","A-4037951",4,2018-06-26 15:39:13,2018-06-26 21:39:13,33.540011,-84.2654,33.545363,-84.274554,0.644,"Closed between I-675/Exit 227 and GA-138/Exit 228 - Road closed due to accident.",NA,"I-675 N","R","Stockbridge","Henry","GA","30281","US","US/Eastern","KATL",2018-06-26 15:52:00,90,NA,54,30.05,10,"Variable",5.8,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8647","A-2722906",2,2016-04-06 15:02:52,2016-04-06 21:02:52,34.11835,-117.84209,34.11771,-117.84856,0.373,"At Sunflower Ave - Accident.",NA,"Foothill Fwy W","R","Glendora","Los Angeles","CA","91740","US","US/Pacific","KPOC",2016-04-06 14:47:00,84.2,NA,30,30.03,10,"SW",16.1,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"8648","A-2809734",2,2016-07-18 14:48:04,2016-07-18 20:48:04,39.974523,-75.118263,39.97089,-75.12464,0.421,"At Girard Ave/Exit 23 - Accident.",NA,"I-95 S","R","Philadelphia","Philadelphia","PA","19125","US","US/Eastern","KPNE",2016-07-18 14:54:00,93,NA,41,30.03,10,"SW",8.1,NA,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
